,ENPH,FSLR,ICLN,NEE,SEDG,SPY,XLE
2022-09-20,304.7099914550781,133.30999755859375,20.327402114868164,77.60330200195312,294.3599853515625,366.5237731933594,34.248783111572266
2022-09-21,304.55999755859375,135.57000732421875,20.222871780395508,76.04562377929688,287.9599914550781,360.13018798828125,33.746822357177734
2022-09-22,283.6300048828125,131.77000427246094,19.586151123046875,75.65621185302734,270.94000244140625,357.1051025390625,33.62688446044922
2022-09-23,279.489990234375,129.85000610351562,19.025463104248047,74.73246765136719,258.79998779296875,351.1219177246094,31.3080997467041
2022-09-26,274.9200134277344,128.2100067138672,18.559804916381836,73.49176025390625,247.64999389648438,347.64837646484375,30.539609909057617
2022-09-27,284.80999755859375,132.30999755859375,18.683345794677734,73.42835235595703,249.5800018310547,346.7608947753906,30.881650924682617
2022-09-28,292.30999755859375,136.19000244140625,18.97794532775879,74.59661865234375,256.7900085449219,353.5839538574219,32.249820709228516
2022-09-29,277.8399963378906,130.92999267578125,18.15116310119629,72.42311096191406,235.55999755859375,346.1979064941406,32.249820709228516
2022-09-30,277.4700012207031,132.27000427246094,18.141664505004883,71.01034545898438,231.4600067138672,340.8444519042969,31.992183685302734
2022-10-03,286.6099853515625,136.6199951171875,18.70235252380371,73.5279769897461,236.83999633789062,349.8431701660156,33.80012130737305
2022-10-04,288.25,143.05999755859375,19.29155158996582,75.00415802001953,246.1699981689453,360.6836853027344,35.25270080566406
2022-10-05,261.6000061035156,134.58999633789062,18.521791458129883,74.05326080322266,234.24000549316406,359.8439025878906,35.98121643066406
2022-10-06,257.45001220703125,132.05999755859375,18.02762222290039,71.463134765625,220.27000427246094,356.13189697265625,36.62088394165039
2022-10-07,255.14999389648438,129.4199981689453,17.514448165893555,69.4888916015625,209.6199951171875,346.1979064941406,36.33658981323242
2022-10-10,258.17999267578125,131.05999755859375,17.43842315673828,69.49791717529297,207.83999633789062,343.55450439453125,35.590301513671875
2022-10-11,255.8000030517578,131.32000732421875,17.257863998413086,68.85492706298828,203.58999633789062,341.3788757324219,35.30601501464844
2022-10-12,248.1300048828125,126.87999725341797,16.820714950561523,65.88448333740234,200.60000610351562,340.2527770996094,35.590301513671875
2022-10-13,248.6999969482422,126.54000091552734,17.010780334472656,66.19239044189453,200.07000732421875,349.2324523925781,37.04288101196289
2022-10-14,237.8699951171875,123.36000061035156,16.66866111755371,64.99697875976562,193.38999938964844,341.2738037109375,35.661380767822266
2022-10-17,242.2899932861328,118.27999877929688,16.97276496887207,66.69952392578125,197.2899932861328,350.0436096191406,36.10559844970703
2022-10-18,251.4199981689453,121.30999755859375,17.409910202026367,67.9764633178711,207.4199981689453,354.15643310546875,36.420982360839844
2022-10-19,243.19000244140625,120.20999908447266,16.89674186706543,66.69047546386719,199.4600067138672,351.6466979980469,37.495975494384766
2022-10-20,244.2899932861328,118.72000122070312,16.75419044494629,63.973602294921875,197.83999633789062,348.6981201171875,37.53151321411133
2022-10-21,252.0,122.5999984741211,17.048791885375977,64.88829040527344,202.66000366210938,357.171875,38.615394592285156
2022-10-24,253.3000030517578,124.56999969482422,16.915742874145508,66.36446380615234,203.74000549316406,361.5425109863281,38.797515869140625
2022-10-25,265.5899963378906,127.1500015258789,17.419418334960938,68.70098114013672,215.61000061035156,367.31573486328125,38.837493896484375
2022-10-26,291.8699951171875,131.39999389648438,17.87557029724121,68.46553039550781,225.67999267578125,364.5484619140625,39.36610794067383
2022-10-27,306.0799865722656,131.17999267578125,17.961097717285156,68.3477783203125,228.8300018310547,362.6017150878906,39.50825881958008
2022-10-28,305.25,132.6699981689453,17.93259048461914,71.57181549072266,231.72000122070312,371.228271484375,39.645965576171875
2022-10-31,307.0,145.57000732421875,17.951597213745117,70.18620300292969,230.02999877929688,368.5467224121094,39.979122161865234
2022-11-01,299.4800109863281,148.57000732421875,17.9801082611084,70.37640380859375,225.25,366.9340515136719,40.365596771240234
2022-11-02,289.5,150.07000732421875,17.704513549804688,69.9869613647461,217.5800018310547,357.7254333496094,39.39276885986328
2022-11-03,296.1099853515625,157.72999572753906,18.075138092041016,70.8020248413086,224.9499969482422,354.04193115234375,40.121273040771484
2022-11-04,282.44000244140625,153.6199951171875,18.20818328857422,71.363525390625,219.0,359.13775634765625,40.60990524291992
2022-11-07,268.8299865722656,147.25,18.018117904663086,69.99603271484375,211.3000030517578,362.5731201171875,41.307315826416016
2022-11-08,280.07000732421875,147.25999450683594,18.455265045166016,70.88353729248047,251.72999572753906,364.52935791015625,41.34730529785156
2022-11-09,284.75,151.16000366210938,18.36973762512207,70.82014465332031,249.22000122070312,357.0192565917969,39.326133728027344
2022-11-10,309.25,157.02000427246094,19.633670806884766,75.34828186035156,283.6700134277344,376.63897705078125,40.201229095458984
